FunctionField(Polynomial([PolynomialRing(GF(11)) | [2, 2, 10], [2, 10], [1]]));11;0;Linear algebra;1;0.190
FunctionField(Polynomial([PolynomialRing(GF(11)) | [6, 2, 6], [6, 9], [1]]));11;0;Original;1;0.080
FunctionField(Polynomial([PolynomialRing(GF(11)) | [2, 2, 10], [2, 10], [1]]));11;0;Original;1;0.070
FunctionField(Polynomial([PolynomialRing(GF(11)) | [7, 0, 4], [6, 4], [1]]));11;0
FunctionField(Polynomial([PolynomialRing(GF(11)) | [6, 6, 1], [0, 6], [1]]));11;0;Linear algebra;1;0.180
FunctionField(Polynomial([PolynomialRing(GF(11)) | [9, 8, 3], [8, 1]]));11;0;Linear algebra;1;0.150
FunctionField(Polynomial([PolynomialRing(GF(11)) | [9, 9, 5], [9, 1], [1]]));11;0
FunctionField(Polynomial([PolynomialRing(GF(11)) | [6, 6, 1], [0, 6], [1]]));11;0;Original;1;0.070
FunctionField(Polynomial([PolynomialRing(GF(11)) | [9, 8, 3], [8, 1]]));11;0;Original;1;0.070
FunctionField(Polynomial([PolynomialRing(GF(11)) | [7, 4, 8], [6, 2], [1]]));11;0
FunctionField(Polynomial([PolynomialRing(GF(11)) | [7, 0, 4], [6, 4], [1]]));11;0;Linear algebra;1;0.100
FunctionField(Polynomial([PolynomialRing(GF(11)) | [7, 0, 4], [6, 4], [1]]));11;0;Original;1;0.060
FunctionField(Polynomial([PolynomialRing(GF(11)) | [6, 8, 8], [8], [1]]));11;0
FunctionField(Polynomial([PolynomialRing(GF(11)) | [1, 0, 8], [9, 2], [1]]));11;0
FunctionField(Polynomial([PolynomialRing(GF(11)) | [9, 9, 5], [9, 1], [1]]));11;0;Linear algebra;1;0.190
FunctionField(Polynomial([PolynomialRing(GF(11)) | [5, 9, 4], [7, 8], [1]]));11;0
FunctionField(Polynomial([PolynomialRing(GF(11)) | [7, 4, 8], [6, 2], [1]]));11;0;Linear algebra;1;0.210
FunctionField(Polynomial([PolynomialRing(GF(11)) | [9, 9, 5], [9, 1], [1]]));11;0;Original;1;0.110
FunctionField(Polynomial([PolynomialRing(GF(11)) | [7, 4, 8], [6, 2], [1]]));11;0;Original;1;0.100
FunctionField(Polynomial([PolynomialRing(GF(11)) | [6, 8, 8], [8], [1]]));11;0;Linear algebra;1;0.180
FunctionField(Polynomial([PolynomialRing(GF(11)) | [1, 0, 8], [9, 2], [1]]));11;0;Linear algebra;1;0.200
FunctionField(Polynomial([PolynomialRing(GF(11)) | [5, 9, 4], [7, 8], [1]]));11;0;Linear algebra;1;0.200
FunctionField(Polynomial([PolynomialRing(GF(11)) | [6, 8, 8], [8], [1]]));11;0;Original;1;0.090
FunctionField(Polynomial([PolynomialRing(GF(11)) | [1, 6, 1], [5, 8], [1]]));11;0
FunctionField(Polynomial([PolynomialRing(GF(11)) | [2, 7, 8], [3, 3], [1]]));11;0
FunctionField(Polynomial([PolynomialRing(GF(11)) | [1, 0, 8], [9, 2], [1]]));11;0;Original;1;0.090
FunctionField(Polynomial([PolynomialRing(GF(11)) | [5, 9, 4], [7, 8], [1]]));11;0;Original;1;0.110
FunctionField(Polynomial([PolynomialRing(GF(11)) | [6, 2, 1], [0, 9], [1]]));11;0
FunctionField(Polynomial([PolynomialRing(GF(11)) | [0, 0, 1], [6, 5], [1]]));11;0
FunctionField(Polynomial([PolynomialRing(GF(11)) | [1, 6, 1], [5, 8], [1]]));11;0;Linear algebra;1;0.170
FunctionField(Polynomial([PolynomialRing(GF(11)) | [2, 7, 8], [3, 3], [1]]));11;0;Linear algebra;1;0.190
FunctionField(Polynomial([PolynomialRing(GF(11)) | [6, 3, 9], [2, 1]]));11;0
FunctionField(Polynomial([PolynomialRing(GF(11)) | [1, 6, 1], [5, 8], [1]]));11;0;Original;1;0.080
FunctionField(Polynomial([PolynomialRing(GF(11)) | [6, 2, 1], [0, 9], [1]]));11;0;Linear algebra;1;0.140
FunctionField(Polynomial([PolynomialRing(GF(11)) | [2, 7, 8], [3, 3], [1]]));11;0;Original;1;0.070
FunctionField(Polynomial([PolynomialRing(GF(11)) | [0, 0, 1], [6, 5], [1]]));11;0;Linear algebra;1;0.160
FunctionField(Polynomial([PolynomialRing(GF(11)) | [6, 2, 1], [0, 9], [1]]));11;0;Original;1;0.070
FunctionField(Polynomial([PolynomialRing(GF(11)) | [6, 3, 9], [2, 1]]));11;0;Linear algebra;1;0.130
FunctionField(Polynomial([PolynomialRing(GF(11)) | [0, 0, 1], [6, 5], [1]]));11;0;Original;1;0.060
FunctionField(Polynomial([PolynomialRing(GF(11)) | [10, 8, 5], [6, 9], [1]]));11;0
FunctionField(Polynomial([PolynomialRing(GF(11)) | [6, 3, 9], [2, 1]]));11;0;Original;1;0.060
FunctionField(Polynomial([PolynomialRing(GF(11)) | [6, 9, 1], [3, 1], [1]]));11;0
FunctionField(Polynomial([PolynomialRing(GF(11)) | [7, 10, 5], [9, 1], [1]]));11;0
FunctionField(Polynomial([PolynomialRing(GF(11)) | [9, 1, 1], [1], [1]]));11;0
FunctionField(Polynomial([PolynomialRing(GF(13)) | [11, 11, 6], [4, 8], [1]]));13;0
FunctionField(Polynomial([PolynomialRing(GF(11)) | [10, 8, 5], [6, 9], [1]]));11;0;Linear algebra;1;0.170
FunctionField(Polynomial([PolynomialRing(GF(11)) | [6, 9, 1], [3, 1], [1]]));11;0;Linear algebra;1;0.140
FunctionField(Polynomial([PolynomialRing(GF(11)) | [7, 10, 5], [9, 1], [1]]));11;0;Linear algebra;1;0.170
FunctionField(Polynomial([PolynomialRing(GF(11)) | [10, 8, 5], [6, 9], [1]]));11;0;Original;1;0.060
FunctionField(Polynomial([PolynomialRing(GF(11)) | [6, 9, 1], [3, 1], [1]]));11;0;Original;1;0.070
FunctionField(Polynomial([PolynomialRing(GF(11)) | [9, 1, 1], [1], [1]]));11;0;Linear algebra;1;0.170
FunctionField(Polynomial([PolynomialRing(GF(11)) | [7, 10, 5], [9, 1], [1]]));11;0;Original;1;0.080
FunctionField(Polynomial([PolynomialRing(GF(11)) | [9, 1, 1], [1], [1]]));11;0;Original;1;0.070
FunctionField(Polynomial([PolynomialRing(GF(13)) | [12, 10, 8], [8, 7], [1]]));13;0
FunctionField(Polynomial([PolynomialRing(GF(13)) | [4, 1, 6], [3, 3], [1]]));13;0
FunctionField(Polynomial([PolynomialRing(GF(13)) | [3, 8, 6], [5, 10], [1]]));13;0
FunctionField(Polynomial([PolynomialRing(GF(13)) | [11, 11, 6], [4, 8], [1]]));13;0;Linear algebra;1;0.290
FunctionField(Polynomial([PolynomialRing(GF(13)) | [7, 3, 9], [3, 10], [1]]));13;0
FunctionField(Polynomial([PolynomialRing(GF(13)) | [11, 11, 6], [4, 8], [1]]));13;0;Original;1;0.080
FunctionField(Polynomial([PolynomialRing(GF(13)) | [3, 8, 6], [5, 10], [1]]));13;0;Linear algebra;1;0.220
FunctionField(Polynomial([PolynomialRing(GF(13)) | [2, 0, 3], [9], [1]]));13;0
FunctionField(Polynomial([PolynomialRing(GF(13)) | [4, 1, 6], [3, 3], [1]]));13;0;Linear algebra;1;0.260
FunctionField(Polynomial([PolynomialRing(GF(13)) | [3, 8, 6], [5, 10], [1]]));13;0;Original;1;0.090
FunctionField(Polynomial([PolynomialRing(GF(13)) | [12, 10, 8], [8, 7], [1]]));13;0;Linear algebra;1;0.340
FunctionField(Polynomial([PolynomialRing(GF(13)) | [4, 1, 6], [3, 3], [1]]));13;0;Original;1;0.100
FunctionField(Polynomial([PolynomialRing(GF(13)) | [7, 3, 9], [3, 10], [1]]));13;0;Linear algebra;1;0.280
FunctionField(Polynomial([PolynomialRing(GF(13)) | [12, 10, 8], [8, 7], [1]]));13;0;Original;1;0.090
FunctionField(Polynomial([PolynomialRing(GF(13)) | [0, 10, 5], [8, 5], [1]]));13;0
FunctionField(Polynomial([PolynomialRing(GF(13)) | [7, 3, 9], [3, 10], [1]]));13;0;Original;1;0.090
FunctionField(Polynomial([PolynomialRing(GF(13)) | [11, 4, 9], [0, 9], [1]]));13;0
FunctionField(Polynomial([PolynomialRing(GF(13)) | [2, 0, 3], [9], [1]]));13;0;Linear algebra;1;0.260
FunctionField(Polynomial([PolynomialRing(GF(13)) | [11, 5, 7], [4, 1], [1]]));13;0
FunctionField(Polynomial([PolynomialRing(GF(13)) | [2, 0, 3], [9], [1]]));13;0;Original;1;0.080
FunctionField(Polynomial([PolynomialRing(GF(13)) | [11, 1, 8], [1, 9], [1]]));13;0
FunctionField(Polynomial([PolynomialRing(GF(13)) | [0, 10, 5], [8, 5], [1]]));13;0;Linear algebra;1;0.220
FunctionField(Polynomial([PolynomialRing(GF(13)) | [11, 4, 9], [0, 9], [1]]));13;0;Linear algebra;1;0.210
FunctionField(Polynomial([PolynomialRing(GF(13)) | [9, 2, 3], [5, 1]]));13;0
FunctionField(Polynomial([PolynomialRing(GF(13)) | [0, 10, 5], [8, 5], [1]]));13;0;Original;1;0.070
FunctionField(Polynomial([PolynomialRing(GF(13)) | [11, 4, 9], [0, 9], [1]]));13;0;Original;1;0.090
FunctionField(Polynomial([PolynomialRing(GF(13)) | [11, 5, 7], [4, 1], [1]]));13;0;Linear algebra;1;0.240
FunctionField(Polynomial([PolynomialRing(GF(13)) | [11, 1, 8], [1, 9], [1]]));13;0;Linear algebra;1;0.260
FunctionField(Polynomial([PolynomialRing(GF(13)) | [11, 5, 7], [4, 1], [1]]));13;0;Original;1;0.080
FunctionField(Polynomial([PolynomialRing(GF(13)) | [4, 12, 1], [3, 2], [1]]));13;0
FunctionField(Polynomial([PolynomialRing(GF(13)) | [9, 2, 3], [5, 1]]));13;0;Linear algebra;1;0.230
FunctionField(Polynomial([PolynomialRing(GF(13)) | [7, 4, 8], [11, 1]]));13;0
FunctionField(Polynomial([PolynomialRing(GF(13)) | [11, 1, 8], [1, 9], [1]]));13;0;Original;1;0.090
FunctionField(Polynomial([PolynomialRing(GF(13)) | [9, 2, 3], [5, 1]]));13;0;Original;1;0.060
FunctionField(Polynomial([PolynomialRing(GF(13)) | [9, 7, 1], [4, 1], [1]]));13;0
FunctionField(Polynomial([PolynomialRing(GF(13)) | [1, 8, 10], [12, 6], [1]]));13;0
FunctionField(Polynomial([PolynomialRing(GF(13)) | [1, 12, 2], [3, 1], [1]]));13;0
FunctionField(Polynomial([PolynomialRing(GF(13)) | [4, 12, 1], [3, 2], [1]]));13;0;Linear algebra;1;0.260
FunctionField(Polynomial([PolynomialRing(GF(13)) | [7, 4, 8], [11, 1]]));13;0;Linear algebra;1;0.210
FunctionField(Polynomial([PolynomialRing(GF(13)) | [7, 4, 8], [11, 1]]));13;0;Original;1;0.060
FunctionField(Polynomial([PolynomialRing(GF(13)) | [4, 12, 1], [3, 2], [1]]));13;0;Original;1;0.090
FunctionField(Polynomial([PolynomialRing(GF(13)) | [9, 7, 1], [4, 1], [1]]));13;0;Linear algebra;1;0.260
FunctionField(Polynomial([PolynomialRing(GF(13)) | [1, 8, 10], [12, 6], [1]]));13;0;Linear algebra;1;0.230
FunctionField(Polynomial([PolynomialRing(GF(13)) | [9, 6, 5], [12, 7], [1]]));13;0
FunctionField(Polynomial([PolynomialRing(GF(13)) | [1, 12, 2], [3, 1], [1]]));13;0;Linear algebra;1;0.230
FunctionField(Polynomial([PolynomialRing(GF(13)) | [6, 7, 12], [2, 6], [1]]));13;0
FunctionField(Polynomial([PolynomialRing(GF(13)) | [9, 7, 1], [4, 1], [1]]));13;0;Original;1;0.070
FunctionField(Polynomial([PolynomialRing(GF(13)) | [1, 8, 10], [12, 6], [1]]));13;0;Original;1;0.080
FunctionField(Polynomial([PolynomialRing(GF(13)) | [1, 12, 2], [3, 1], [1]]));13;0;Original;1;0.070
FunctionField(Polynomial([PolynomialRing(GF(13)) | [5, 3, 4], [4, 11], [1]]));13;0
FunctionField(Polynomial([PolynomialRing(GF(13)) | [5, 12, 9], [1], [1]]));13;0
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 1, 1], [1, 1, 1], [1, 1]]));2;1
FunctionField(Polynomial([PolynomialRing(GF(13)) | [9, 6, 5], [12, 7], [1]]));13;0;Linear algebra;1;0.240
FunctionField(Polynomial([PolynomialRing(GF(13)) | [6, 7, 12], [2, 6], [1]]));13;0;Linear algebra;1;0.240
FunctionField(Polynomial([PolynomialRing(GF(13)) | [6, 7, 12], [2, 6], [1]]));13;0;Original;1;0.080
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 1, 1], [1, 1, 1], [1, 1]]));2;1;Linear algebra;4;0.140
FunctionField(Polynomial([PolynomialRing(GF(13)) | [9, 6, 5], [12, 7], [1]]));13;0;Original;1;0.100
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 0, 1, 1], [1, 1, 1], [1, 1]]));2;1;Original;4;0.040
FunctionField(Polynomial([PolynomialRing(GF(13)) | [5, 3, 4], [4, 11], [1]]));13;0;Linear algebra;1;0.250
FunctionField(Polynomial([PolynomialRing(GF(13)) | [5, 12, 9], [1], [1]]));13;0;Linear algebra;1;0.280
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 1], [1, 0, 1], [1]]));2;1
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 0, 1], [1, 1, 1], [1]]));2;1
FunctionField(Polynomial([PolynomialRing(GF(13)) | [5, 3, 4], [4, 11], [1]]));13;0;Original;1;0.100
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 0, 1], [1], [0, 1], [1]]));2;1
FunctionField(Polynomial([PolynomialRing(GF(13)) | [5, 12, 9], [1], [1]]));13;0;Original;1;0.100
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 0, 1], [1, 1, 1], [1]]));2;1;Linear algebra;2;0.130
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1], [0, 1], [0, 1]]));2;1
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 0, 1], [1], [0, 1], [1]]));2;1;Linear algebra;1;0.090
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 1], [1, 0, 1], [1]]));2;1;Linear algebra;3;0.170
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 0, 1], [1, 1, 1], [1]]));2;1;Original;2;0.040
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 0, 1], [1], [0, 1], [1]]));2;1;Original;1;0.050
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 1], [1, 0, 1], [1]]));2;1;Original;3;0.050
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1], [0, 1], [1]]));2;1
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1], [0, 1], [0, 1]]));2;1;Linear algebra;4;0.150
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1], [1, 1, 1], [0, 1]]));2;1
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 1, 1], [1, 1, 1], [0, 1]]));2;1
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1], [0, 1], [0, 1]]));2;1;Original;4;0.040
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1], [0, 1], [1]]));2;1;Linear algebra;4;0.120
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1], [1, 1], [1]]));2;1
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1], [0, 1], [1]]));2;1;Original;4;0.050
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 1, 1], [1, 1, 1], [0, 1]]));2;1;Linear algebra;2;0.130
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1], [0, 1, 1], [0, 1], [1]]));2;1
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1], [1, 1, 1], [0, 1]]));2;1;Linear algebra;4;0.160
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 1, 1], [1, 1, 1], [0, 1]]));2;1;Original;2;0.040
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1], [1, 1], [1]]));2;1;Linear algebra;2;0.160
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1], [1, 1, 1], [0, 1]]));2;1;Original;4;0.050
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 0, 1], [1, 1, 1], [1, 1]]));2;1
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1], [1, 1], [1]]));2;1;Original;2;0.050
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 1, 1], [1], [1]]));2;1
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 1], [1, 0, 1], [1]]));2;1
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1], [0, 1, 1], [0, 1], [1]]));2;1;Linear algebra;4;0.190
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 0, 1], [1, 1, 1], [1, 1]]));2;1;Linear algebra;2;0.130
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 1, 1], [0, 1], [1]]));2;1
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 0, 1], [1, 1, 1], [1, 1]]));2;1;Original;2;0.050
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1], [0, 1, 1], [0, 1], [1]]));2;1;Original;4;0.060
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 1, 1], [1], [1]]));2;1;Linear algebra;3;0.150
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 1, 1], [1], [1]]));2;1;Original;3;0.040
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 1], [1, 0, 1], [1]]));2;1;Linear algebra;3;0.160
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 1, 1], [0, 1], [1]]));2;1;Linear algebra;2;0.140
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 1, 1], [1, 1, 1], [1, 1]]));2;1
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 1, 1], [0, 1], [1, 1]]));2;1
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 1, 1], [1, 0, 1], [1]]));2;1;Original;3;0.040
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 1, 1], [0, 1], [1]]));2;1;Original;2;0.040
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1], [0, 1], [1]]));2;1
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 1, 1], [1, 1, 1], [1, 1]]));2;1;Linear algebra;2;0.140
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 1, 1], [1, 1], [1, 1]]));2;1
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 1, 1], [0, 1], [1, 1]]));2;1;Linear algebra;4;0.130
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1], [1, 1, 1], [1, 1]]));2;1
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 1, 1], [1, 1, 1], [1, 1]]));2;1;Original;2;0.040
FunctionField(Polynomial([PolynomialRing(GF(2)) | [0, 1, 1, 1], [0, 1], [1, 1]]));2;1;Original;4;0.050
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1], [0, 1], [1]]));2;1;Linear algebra;4;0.140
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1], [0, 1], [1]]));2;1;Original;4;0.030
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 1, 1], [1, 1], [1, 1]]));2;1;Linear algebra;2;0.150
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1], [1, 1, 1], [1, 1]]));2;1;Linear algebra;2;0.140
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1], [0, 0, 1], [1], [1]]));2;1
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 1, 1], [1, 1], [1, 1]]));2;1;Original;2;0.050
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 0, 0, 1], [1, 2, 1], [2], [1]]));3;1
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1], [1, 1, 1], [1, 1]]));2;1;Original;2;0.040
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 1], [1, 2, 2], [1, 1]]));3;1
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 1, 2, 2], [2, 1, 1], [2, 2], [1]]));3;1
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1], [0, 0, 1], [1], [1]]));2;1;Linear algebra;1;0.160
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 1, 1], [1, 1], [1, 1], [1]]));3;1
FunctionField(Polynomial([PolynomialRing(GF(2)) | [1, 0, 0, 1], [0, 0, 1], [1], [1]]));2;1;Original;1;0.060
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 0, 0, 1], [1, 2, 1], [2], [1]]));3;1;Linear algebra;4;0.220
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 0, 0, 1], [1, 2, 1], [2], [1]]));3;1;Original;4;0.060
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 1], [1, 2, 2], [1, 1]]));3;1;Linear algebra;6;0.220
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 1, 2, 2], [2, 1, 1], [2, 2], [1]]));3;1;Linear algebra;2;0.220
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 2, 2], [2, 0, 1], [0, 2], [1]]));3;1
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 1], [1, 2, 2], [1, 1]]));3;1;Original;6;0.060
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 1, 1], [1, 1], [1, 1], [1]]));3;1;Linear algebra;3;0.210
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 1, 2, 2], [2, 1, 1], [2, 2], [1]]));3;1;Original;2;0.060
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 1, 1], [1, 1], [1, 1], [1]]));3;1;Original;3;0.040
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 0, 1], [1], [1]]));3;1
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 1, 1, 2], [2, 2, 1], [2, 1]]));3;1
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 1, 2, 2], [1, 0, 2], [0, 1]]));3;1
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 0, 1], [1], [1]]));3;1;Linear algebra;7;0.100
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 0, 1, 2], [1, 2], [1, 1], [1]]));3;1
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 2, 2], [2, 0, 1], [0, 2], [1]]));3;1;Linear algebra;4;0.210
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 0, 1], [1], [1]]));3;1;Original;7;0.060
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 2, 2], [2, 0, 1], [0, 2], [1]]));3;1;Original;4;0.050
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 1, 1, 2], [2, 2, 1], [2, 1]]));3;1;Linear algebra;2;0.190
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 1, 2, 2], [1, 0, 2], [0, 1]]));3;1;Linear algebra;4;0.170
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 0, 1, 2], [1, 2], [1, 1], [1]]));3;1;Linear algebra;4;0.150
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 1, 1, 2], [2, 2, 1], [2, 1]]));3;1;Original;2;0.040
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 1, 0, 2], [1], [2, 1], [1]]));3;1
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 1, 2, 2], [1, 0, 2], [0, 1]]));3;1;Original;4;0.050
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 0, 1], [0, 0, 2], [1]]));3;1
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 0, 1, 2], [1, 2], [1, 1], [1]]));3;1;Original;4;0.050
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 0, 2, 2], [0, 2, 1], [1, 2], [1]]));3;1
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 2, 1], [1, 2, 1], [1]]));3;1
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 1, 2, 2], [0, 0, 1], [], [1]]));3;1
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 1, 0, 2], [1], [2, 1], [1]]));3;1;Linear algebra;5;0.210
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 0, 1], [0, 0, 2], [1]]));3;1;Linear algebra;4;0.220
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 1, 0, 2], [1], [2, 1], [1]]));3;1;Original;5;0.050
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 0, 1], [0, 0, 2], [1]]));3;1;Original;4;0.060
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 1, 2, 2], [0, 0, 1], [], [1]]));3;1;Linear algebra;4;0.200
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 2, 1], [1, 2, 1], [1]]));3;1;Linear algebra;6;0.190
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 0, 2, 2], [0, 2, 1], [1, 2], [1]]));3;1;Linear algebra;2;0.230
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 1, 2, 2], [0, 0, 1], [], [1]]));3;1;Original;4;0.040
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 2, 1], [1, 2, 1], [1]]));3;1;Original;6;0.050
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 0, 2, 2], [0, 2, 1], [1, 2], [1]]));3;1;Original;2;0.060
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 0, 1], [0, 1, 2], [1, 1], [1]]));3;1
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 2, 2], [1, 1, 2], [0, 1], [1]]));3;1
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 1, 1], [1, 2, 1], [1]]));3;1
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 0, 1, 2], [2, 1], [0, 1]]));3;1
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 1, 1, 1], [0, 1, 1], [2, 1]]));3;1
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 0, 1], [0, 1, 2], [1, 1], [1]]));3;1;Linear algebra;5;0.210
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 2, 2], [1, 1, 2], [0, 1], [1]]));3;1;Linear algebra;4;0.220
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 2, 0, 1], [0, 1, 2], [1, 1], [1]]));3;1;Original;5;0.060
FunctionField(Polynomial([PolynomialRing(GF(3)) | [2, 2, 2, 2], [1, 1, 2], [0, 1], [1]]));3;1;Original;4;0.060
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 1, 1], [1, 2, 1], [1]]));3;1;Linear algebra;5;0.190
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 1, 1, 1], [0, 1, 1], [2, 1]]));3;1;Linear algebra;6;0.200
FunctionField(Polynomial([PolynomialRing(GF(3)) | [0, 0, 1, 2], [2, 1], [0, 1]]));3;1;Linear algebra;6;0.210
FunctionField(Polynomial([PolynomialRing(GF(3)) | [1, 2, 1, 1], [1, 2, 1], [1]]));3;1;Original;5;0.040
