FunctionField(Polynomial([PolynomialRing(GF(13)) | [3, 3, 4, 1, 3, 1, 12], [11, 3, 4, 8, 4, 7], [4, 5, 2, 0, 5], [3, 7, 2, 8], [6, 4], [6, 4], [1]]));13;6;4;Linear algebra;3;875;9898;1.190;5.050;0.200;false
FunctionField(Polynomial([PolynomialRing(GF(13)) | [7, 12, 10, 12, 3, 10, 7], [12, 7, 7, 9, 4, 11], [7, 4, 7, 5, 4], [0, 0, 12, 2], [3, 3, 3], [3, 12], [1]]));13;6;4;Linear algebra;3;792;21826;1.210;4.990;0.460;false
FunctionField(Polynomial([PolynomialRing(GF(13)) | [9, 11, 5, 8, 4, 10, 12], [3, 8, 4, 11, 5, 5], [0, 10, 11, 7, 3], [4, 3, 0, 9], [3, 4, 8], [5, 1], [1]]));13;6;4;Linear algebra;3;813;18538;1.330;4.700;0.340;false
FunctionField(Polynomial([PolynomialRing(GF(13)) | [10, 8, 6, 3, 9, 1, 5], [0, 6, 10, 10, 2, 4], [10, 6, 6, 6, 1], [2, 2, 12, 6], [9, 6, 7], [9, 1]]));13;6;4;Hess;3;822;5563;0.000;0;9.990;true
FunctionField(Polynomial([PolynomialRing(GF(13)) | [7, 6, 3, 8, 6, 1, 3], [2, 8, 10, 10, 12], [5, 6, 7, 2, 1], [1, 7, 4, 1], [3, 1, 5], [11, 1], [1]]));13;6;4;Hess;3;862;4633;0.000;0;10.000;true
FunctionField(Polynomial([PolynomialRing(GF(13)) | [3, 3, 4, 1, 3, 1, 12], [11, 3, 4, 8, 4, 7], [4, 5, 2, 0, 5], [3, 7, 2, 8], [6, 4], [6, 4], [1]]));13;6;4;Hess;3;875;4380;0.010;0;9.990;true
FunctionField(Polynomial([PolynomialRing(GF(13)) | [7, 12, 10, 12, 3, 10, 7], [12, 7, 7, 9, 4, 11], [7, 4, 7, 5, 4], [0, 0, 12, 2], [3, 3, 3], [3, 12], [1]]));13;6;4;Hess;3;792;4468;0.010;0;9.990;true
FunctionField(Polynomial([PolynomialRing(GF(13)) | [9, 11, 5, 8, 4, 10, 12], [3, 8, 4, 11, 5, 5], [0, 10, 11, 7, 3], [4, 3, 0, 9], [3, 4, 8], [5, 1], [1]]));13;6;4;Hess;3;813;4476;0.010;0;9.980;true
FunctionField(Polynomial([PolynomialRing(GF(23)) | [11, 8, 1, 11, 8, 5, 7], [6, 20, 7, 15, 7, 14], [8, 14, 0, 11, 19], [10, 7, 17, 10], [6, 7, 7], [8], [1]]));23;6;4;Linear algebra;3;4335;194706;6.860;22.350;3.540;false
FunctionField(Polynomial([PolynomialRing(GF(23)) | [11, 12, 17, 2, 3, 1, 6], [18, 19, 19, 19, 2, 18], [22, 15, 10, 18], [7, 17, 19, 2], [5, 16, 3], [0, 4], [1]]));23;6;4;Linear algebra;3;4269;132354;6.960;22.660;2.360;false
FunctionField(Polynomial([PolynomialRing(GF(23)) | [12, 0, 9, 22, 22, 18, 16], [4, 4, 22, 10, 10, 8], [1, 6, 0, 4, 8], [18, 20, 17, 19], [0, 13, 9], [1, 2], [1]]));23;6;4;Linear algebra;3;4350;178227;7.290;24.270;3.220;false
FunctionField(Polynomial([PolynomialRing(GF(23)) | [2, 22, 22, 14, 21, 7, 5], [2, 8, 11, 17, 2, 2], [3, 19, 8, 1, 1], [2, 3, 21, 3], [1, 5, 1], [20, 11], [1]]));23;6;4;Linear algebra;3;4291;161406;6.600;22.520;2.930;false
FunctionField(Polynomial([PolynomialRing(GF(23)) | [22, 3, 20, 11, 11, 10, 6], [11, 7, 3, 15, 19, 11], [0, 17, 3, 2, 18], [12, 10, 19, 4], [14, 2, 12], [1, 8], [1]]));23;6;4;Linear algebra;3;4417;187358;7.300;26.570;4.000;false
FunctionField(Polynomial([PolynomialRing(GF(23)) | [11, 8, 1, 11, 8, 5, 7], [6, 20, 7, 15, 7, 14], [8, 14, 0, 11, 19], [10, 7, 17, 10], [6, 7, 7], [8], [1]]));23;6;4;Hess;3;4335;3006;0.020;0;9.980;true
FunctionField(Polynomial([PolynomialRing(GF(23)) | [11, 12, 17, 2, 3, 1, 6], [18, 19, 19, 19, 2, 18], [22, 15, 10, 18], [7, 17, 19, 2], [5, 16, 3], [0, 4], [1]]));23;6;4;Hess;3;4269;3001;0.020;0;9.980;true
FunctionField(Polynomial([PolynomialRing(GF(23)) | [12, 0, 9, 22, 22, 18, 16], [4, 4, 22, 10, 10, 8], [1, 6, 0, 4, 8], [18, 20, 17, 19], [0, 13, 9], [1, 2], [1]]));23;6;4;Hess;3;4350;2863;0.020;0;9.980;true
